image_id,filename,source_url,sha256
71Iqn-08JuL,30_74f41eea.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/74/74f41eea.jpg,6c1a125304954db6f3a2a070ecb24bf5971af8553e6dc7f0a275eeb78af4980b
61NpWJp15EL,31_a5a9afde.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a5/a5a9afde.jpg,2d622510d480e9ca928a0ea14d3605a1b4d1057bec07f67d95b658fc7164d053
51RU2yEalLL,32_f344ff73.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f3/f344ff73.jpg,0e840ec03f20f18c4a4fc296eb953ccfbbfd9fb435ce8ca8e1afdb9cad761291
71paSv8m0aL,33_23c315fa.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/23/23c315fa.jpg,57e5786e8706d17e7dd8675537f4c18425a04ddfa8ae3e3bb6165c748d1b001c
71m+J7fdPxL,36_b2509e9d.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b2/b2509e9d.jpg,2582e49cc9b043835d07dc4dd10b810203329e770fea8d2af91904fc312d1083
9149-9nXazL,38_0d51371f.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/0d/0d51371f.jpg,58188a4fc79cc4a277c076cda1aabd4b37bc7673acbb645533cd369890ac726d
81o2JSzKUfL,42_5970a1cc.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/59/5970a1cc.jpg,197c472b38bd0f0cc479f3d0602bf8b26af726ee0516fe82bdc5edd7d1429932
712zZjKT21L,43_8d2eca6f.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8d/8d2eca6f.jpg,21f8dd9e85ae1de2a5eac9280efde4c8f84d85717f8b2a28ef6f20a818ee7ed4
910v-oJPcBL,46_cadac533.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ca/cadac533.jpg,4bb3bb51313a7cff06a9c61d74e196e7b42e88ce4808f7022d0f0ba6514348aa
91F+8sxDBIL,49_2e65cae9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/2e/2e65cae9.jpg,352648c03bf85989aa1443ded2d3d0d34e27d12e7b54b4b4fe3a2096a8f9d0a0
71IORaOBEcL,51_ca467cdf.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ca/ca467cdf.jpg,478019b7b7ab532d3db14caaa0f66352ef2d4d2071415796e8d192f813088794
81jZydbkiML,54_1bc585aa.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1b/1bc585aa.jpg,0ae12293d1ece019331b33ee8ecba8a4a7b0817b7738f4ff031ececad485af7a
61rVXhKPL6L,56_521925fe.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/52/521925fe.jpg,921397d5240061ae88271258c7072b23d6f9e50bb39b06db78a4166b0135dab3
81-MQrHm48L,58_64ea51f9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/64/64ea51f9.jpg,f3a4aeeeb43ab9b8a8fde6c072cb0918666b3248c9d0436d6e2eb6a0aed42ab6
81OkQNG+LFL,60_32c46bfd.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/32/32c46bfd.jpg,326dc94890afae3778793066017b9faab67193695496c49ac1390730e1f107d7
61NA2tqfFJL,65_605b6539.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/60/605b6539.jpg,715b78e55f7e181ed630f7efec9cf91e49f8c63a12c7739945b4b52bc7b58c09
716x3Zj2A-L,69_04350320.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/04/04350320.jpg,937f6df3af46d1eb82ebce69ce7eed3a22bfd31fdf3a047088d36491a053042d
61+H8ylAvNL,70_618f71c4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/61/618f71c4.jpg,cb2d157b42f45f69fcc1254cd87f65fcee6a63b2276c3232f8bb1bd3694f0a55
91BGUMNNYYL,72_fc3adc90.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fc/fc3adc90.jpg,de7f7f5275b41f61e0b7cc9f1090574d13c2896c0cc0d1d77cc172e0630c5ac5
6161ONePWlL,74_fac388ad.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fa/fac388ad.jpg,2f323b39c00eddfa4483583d00add0a877eb60719b5555278b3fc68e5feb4c48
81M1lfo83RL,75_ee047b4f.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ee/ee047b4f.jpg,80a6bced761724ffd2b5c5aade91a92638e66190ff78e273a4aed6a04a1344f4
91UD+acsukL,80_d42d1dcd.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d4/d42d1dcd.jpg,f99c4f73ca3454ed00aeb78ec1111583cf454cfe7423ea8d765e9dbec43f3121
813IOmqHUKL,81_0c0cc953.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/0c/0c0cc953.jpg,fdb7f85803e603d3d21a91d709196175f293dbe99ca9384bc3005d01b0ddc9bf
7102QfoOs3L,82_a2da1a93.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a2/a2da1a93.jpg,76305e8251e287d83bd5f7b4a5ac06662de9b5846fda972ef2371ce97b36b207
71VshnFCQZL,84_479d2a69.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/47/479d2a69.jpg,fafc2f0710f6b8fc8f5bdd5b84d977d4b13d9a0be4148882458cee937d145785
81b8OR1WMUL,85_5027629e.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/50/5027629e.jpg,a6773c2ebe455c39d1aecfd9b983554d58bfbb33c79f57ee7de12cba51d4f441
61qv34m8+sL,86_734102ea.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/73/734102ea.jpg,a3ef9f07590920faa6697ce29eb2dd2877e47f9b0d1f594c7f6b829fe507f4d6
71D6HWwpZkL,87_90cd9cf3.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/90/90cd9cf3.jpg,c0da6f3120e364e911a92f56d756d01cf6deb0451968ad49998a4ec45f3d4e75
51w3TAZkjTL,90_cb9c61e2.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/cb/cb9c61e2.jpg,ca83f2a713d6d6c9adc2bdc94aea2dfdc93bf3d507ed43c5b092b5f879b3f7f5
81po3QWmAmL,92_59bc9ed2.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/59/59bc9ed2.jpg,46c0c16814dc137697a6aeb8547fa021c052d5f7c6c466e9104f681315e391d5
81B6Aeux91L,93_9f1b7d9b.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9f/9f1b7d9b.jpg,be45d64474e10487357889f73bb0b00be3ab2e68624d1eb925ca24d4f1e5c061
91g1O26okqL,94_fdd2c1f3.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fd/fdd2c1f3.jpg,f5ddbdcca7c3dab0cbf7e45718fc99564272460e55011b690f9a4cc80180ebc8
61swV6XsvzL,96_e6e22f77.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e6/e6e22f77.jpg,63a0822309eb3970a26f31748f29d2b52ee87acd4bc646caeb17beee704a7801
71rlpATXRML,98_c4530e6e.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c4/c4530e6e.jpg,c3788df1a535ff90121fa47ba581ee6865511b7af7a3c8a43e4830aff5a214ea
61ZMNZxc3mL,99_9fe805fd.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9f/9fe805fd.jpg,4f1e3e9a5c337a690b84b34122f9aee1e71cc5bff643300d918fd87374d8fdba
61FpOYD70SL,100_aa505e37.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/aa/aa505e37.jpg,1ff652e1222c102e4af1793fab7e02050f040e194e86777d779d995a711849ff
