index,prompt,brand,image_id,image_path
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",Moon and Back,81s4VedAApL,images/small/ae/ae67efca.jpg
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",The Fix,818z7PLHkjL,images/small/3a/3ae9d032.jpg
25,"Amazon Brand – Stone & Beam Casual Geometric Wool Runner Rug, 8' x 2' 3"", Green",Stone & Beam,A1ALEc5TIRL,images/small/8f/8fecd6e2.jpg
26,Amazon Brand - Symbol Men's Sneakers,Amazon Brand - Symbol,71okLSvfVkL,images/small/bb/bb93511b.jpg
27,Olives,Fresh,31lJBp1dALL,images/small/b5/b5319e00.jpg
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",AmazonBasics,71OM4cBNFkL,images/small/ff/ff32ca95.jpg
29,"Amazon Brand - The Fix Women's Ellie Studded Mary Jane Ballet Flat, Dark Amethyst, 6 B US",The Fix,71KMsOObK3L,images/small/88/88d4a6c7.jpg
30,"10k White Gold Diamond Heart Ring (0.03 cttw, I-J Color, I2-I3 Clarity), Size 6",Amazon Collection,71Iqn-08JuL,images/small/74/74f41eea.jpg
31,"AmazonBasics Zinc Alloy Guitar Capo for Acoustic and Electric Guitar, Copper, 3-Pack",AmazonBasics,61NpWJp15EL,images/small/a5/a5a9afde.jpg
32,"UMI Merryfeel Microfibre Duvet Cover Set, Light and Soft",,51RU2yEalLL,images/small/f3/f344ff73.jpg
33,"365 Everyday Value, Organic Peanut Sauce, 10 oz",365 by Whole Foods Market,71paSv8m0aL,images/small/23/23c315fa.jpg
34,"Amazon Essentials Women's Ballet Flat, Mauve Knit, 11.5 Wide US",Amazon Essentials,711pXDbEijL,images/small/48/48d9d8ae.jpg
35,"Amazon Brand – Stone & Beam Westview Extra-Deep Down-Filled Leather Accent Chair, 43.3""W, Dark Grey",Stone & Beam,71kyPI0gr4L,images/small/30/307515b4.jpg
36,"AmazonBasics Satin Padded Blouse Hangers, Ivory, 30-Pack",AmazonBasics,71m+J7fdPxL,images/small/b2/b2509e9d.jpg
37,AmazonBasics Full-Coverage Tempered Glass Screen Protector for iPhone X/XS and iPhone 11 Pro 5.8 Inches (2pcs / Pack),AmazonBasics,71LL6eI2c6L,images/small/ba/ba5db759.jpg
38,AmazonBasics Wallet Album for 120 Instax Mini Photos - Ice Blue,AmazonBasics,9149-9nXazL,images/small/0d/0d51371f.jpg
39,"Amazon Brand - find. Men's Boat Shoes, Blue (Navy), US 11.5",find.,71ixSV58FlL,images/small/1e/1e99807d.jpg
40,Klepe Men's Running Shoes- 8 UK (40 EU) (7 US) (KP0331/BLK),Klepe,71OVRhEB4zL,images/small/b7/b781ebda.jpg
41,"AmazonBasics Brushed Percale Cotton Sheet Set, Cream Ivory",AmazonBasics,81HzxeOjANL,images/small/7f/7fed406b.jpg
42,"AmazonBasics 10-12 Sheet Cross Cut Paper, Credit Card, and CD Shredder",AmazonBasics,81o2JSzKUfL,images/small/59/5970a1cc.jpg
43,"Amazon Brand - Mama Bear, Vegetarian Kids Black Elderberry Gummies 300 mg with Vitamins C, D, E and Zinc - Immune System Support - 60 Gummies (1 to 2 Month Supply), Non-GMO, Gluten Free",Mama Bear,712zZjKT21L,images/small/8d/8d2eca6f.jpg
44,"Yellow-Gold-Plated Sterling Silver All-Around Band Ring set with Round Swarovski Zirconia (1/2 cttw), Size 7",Amazon Collection,61gTbODmRlL,images/small/eb/eb5ec18b.jpg
45,"Amazon Collection Drop Earrings 4 mm Clear Signs of Cubic Zirconia (5.25 cttw) Eternity Band Ring, Size 11 ",,51eUvVhHH1L,images/small/17/1710cb18.jpg
46,"Eono Amazon Brand Large Foldable Laundry Baskets, Foldable Laundry Bags, Clothes Bag, blue, x-large",,910v-oJPcBL,images/small/ca/cadac533.jpg
47,"Amazon Brand – Ravenna Home Darian Oversized Pillow Sofa, 92""W, Tan",Ravenna Home,71pHU3bxGzL,images/small/0c/0c7a76ce.jpg
48,"Amazon Brand - Alkove Hayes Classic Fixed Solid Wood Dining Table, Seats 4-6, 130 x 90 x 75cm, Wild Oak",Alkove,616xYvB4nFL,images/small/ce/cee4ecf5.jpg
49,"Rivet Corwin Modern Reactive-Glaze Stoneware 18-Piece Dinnerware Set, Service for 6, Atacama Blue",Rivet,91F+8sxDBIL,images/small/2e/2e65cae9.jpg
50,"Women's Soft Leather Loafer, Pink (Winsome Orchid), 8 UK",find.,618Abd6tVqL,images/small/8a/8a34270a.jpg
51,"Girls' Petite Sterling Silver Birthstone Open Heart Stud Earrings and 16"" Pendant Necklace Jewelry Set",Amazon Collection,71IORaOBEcL,images/small/ca/ca467cdf.jpg
52,"Leather Brogue Loafers, Grey), 5 UK",find.,61vA5Sk0NgL,images/small/09/09732817.jpg
53,"AmazonBasics Binding Cover, 50 Pack (Clear) 8mil",AmazonBasics,61OnkGVhMWL,images/small/35/3595924e.jpg
54,"365 Everyday Value, Organic Ground Cloves Ground, 1.87 oz",365 Everyday Value,81jZydbkiML,images/small/1b/1bc585aa.jpg
55,"Women's #_JUDD-S-1A-1 Espadrilles, Brown Natural Snake, 6.5 us",find.,71mZIew+KmL,images/small/7c/7cd26aaa.jpg
56,"Amazon Essentials Sox Sandal, Natural, ((8.5 M) US",Amazon Essentials,61rVXhKPL6L,images/small/52/521925fe.jpg
57,Linear Graduated Rhinestone Earrings,Amazon Collection,71LWvjtl4YL,images/small/87/87610b9a.jpg
58,Flavia Women's Grey Running Shoes-9 UK (41 EU) (10 US) (FKT/FB-02/GRY),Flavia,81-MQrHm48L,images/small/64/64ea51f9.jpg
59,"Stone & Beam Blaine Modern Ottoman, Fabric, 36.2"" W, Navy Blue (Renewed)",Stone & Beam,913YE1uqKgL,images/small/b6/b6825c05.jpg
60,"Whole Foods Market, Red Yeast Rice 600mg, 60 ct",Whole Foods Market,81OkQNG+LFL,images/small/32/32c46bfd.jpg
61,"Amazon Brand – Stone & Beam Modern Black and White Canoes on Water Photo Framed Wall Art Decor - 13"" x 15"" Frame, Black",Stone & Beam,81DH1HC3GdL,images/small/da/da5cad27.jpg
62,"Sixth & Love Women's Ankle Bootie, Mahogany, 6 M US",Sixth & Love,71TLqrw1gjL,images/small/9b/9b100387.jpg
63,AmazonBasics Natural Himalayan Salt Plug-in Night Light - Cylinder Shape,AmazonBasics,51gYFFUftZL,images/small/33/33202bde.jpg
64,"AmazonBasics Euro Bar Cabinet Handle, AB1608-SN-10",AmazonBasics,61Qa3hilrmL,images/small/94/94b10448.jpg
65,"365 EVERYDAY VALUE Artichoke Quarters, 14.1 OZ",365 Everyday Value,61NA2tqfFJL,images/small/60/605b6539.jpg
66,Amazon Essentials Shogun Women's Casual Strappy Sandals,,71CFQdypYYL,images/small/d4/d40119d4.jpg
67,"Amazon Meal Kits, Masala Tofu with Basmati Rice & Cucumber Raita, Serves 2",Amazon Meal Kits,711nXdm+lZL,images/small/87/87fe42d6.jpg
68,AmazonBasics Screen Protector for Nintendo 3DS Officially Licensed by Nintendo,,81VkHY2VOXL,images/small/08/08d18cd3.jpg
69,Ravenna Home Cross Flush Mounted Wooden Coffee Table,,716x3Zj2A-L,images/small/04/04350320.jpg
70,"Amazon Brand – Stone & Beam Sophia Modern Swivel Kitchen Bar Stool, 43.3""H, Merlot",Stone & Beam,61+H8ylAvNL,images/small/61/618f71c4.jpg
71,"AmazonBasics - Multi-Purpose Labels for Label Printers, White, 54 mm x 101 mm, 220 Labels per Roll, 1 Roll",AmazonBasics,71WJoxQmfpL,images/small/65/651770c4.jpg
72,"Amazon Brand - Vedaka Black Peppercorn (Kali Mirch), 100g",Vedaka,91BGUMNNYYL,images/small/fc/fc3adc90.jpg
73,Winter Warm Lined Driving Motorcycle Dress Gloves For Men Women 3 Size Black,Jeff & Aimy,61mmf8b7-7L,images/small/47/47b17aa9.jpg
74,"Jamaican Style Salad, 12.98 oz",Amazon Kitchen,6161ONePWlL,images/small/fa/fac388ad.jpg
75,"365 Everyday Value, Milk Chocolate Jumbo Baking Chips, 10 oz",365 by Whole Foods Market,81M1lfo83RL,images/small/ee/ee047b4f.jpg
76,Spotted Zebra Boys',Spotted Zebra,71p4YZc1DnL,images/small/97/975b3f3c.jpg
77,"Amazon Brand – Stone & Beam Modern Art Deco Living Room Table Desk Lamp With Light Bulb - 6 x 6 x 24 Inches, Brass with Linen Shade",Stone & Beam,81FhAlFtd1L,images/small/01/01311450.jpg
78,"Pike Street 1220-Thread Count Egyptian Cotton Single-Ply Sateen California King Sheet Set, Linen",Pinzon by Amazon.com,31Zt72dFE9L,images/small/f7/f77291eb.jpg
79,"Amazon Brand – Rivet Geometric Wool Area Rug, 5 x 8 Foot, Blue, Ivory",Rivet,910IQ0dEbgL,images/small/6b/6b8442fb.jpg
80,Flavia Women's Clutch (Kahki),Flavia,91UD+acsukL,images/small/d4/d42d1dcd.jpg
81,"Ravenna Home Alpine Upholstered High-Leg Recliner Chair, 39""W, Steel Blue",Ravenna Home,813IOmqHUKL,images/small/0c/0c0cc953.jpg
82,AmazonBasics Conscious Series Cool-Touch Rayon Bamboo Mattress Topper,AmazonBasics,7102QfoOs3L,images/small/a2/a2da1a93.jpg
83,"Women's Block Heel Leather Ankle Boots Cowboy, Blau Faded Blue, 6 us",find.,61+iVo2HEjL,images/small/e1/e1f0d2a3.jpg
84,Belini Women's Bs147 Tan Flip-Flops-3 UK (36 EU) (BS147TAN3),Belini,71VshnFCQZL,images/small/47/479d2a69.jpg
85,Amazon Collection Swarovski Zirconia Freshwater Cultured Pearl Platinum Plated Sterling Silver ka-buinpuratinaringu (1Cttw) Japanese Size 9 – (US Size 5),,81b8OR1WMUL,images/small/50/5027629e.jpg
86,AmazonBasics Shredder Paper and Credit Cards 8 Slotted Blades 0-9.9,AmazonBasics,61qv34m8+sL,images/small/73/734102ea.jpg
87,"AmazonBasics SX-75QTZ Enamelled Cast Iron Dutch Oven - 6.9 l , Purple",AmazonBasics,71D6HWwpZkL,images/small/90/90cd9cf3.jpg
88,Amazon Brand - Symbol Men's Leather Casual Loafers,Amazon Brand - Symbol,81nWLoB+WFL,images/small/b1/b10f2f91.jpg
89,"Amazon Brand – Rivet Contemporary Polypropylene Area Rug, 4 x 6 Foot, Ivory",Rivet,A1pZyrUab8L,images/small/44/4422383e.jpg
90,"AmazonBasics Air Freshener Refill, Lavender, 1-Gallon, 144-Pack",AmazonBasics,51w3TAZkjTL,images/small/cb/cb9c61e2.jpg
91,"AmazonBasics Pet Training and Puppy Pads, Fresh Scent, Regular - 150 Count",AmazonBasics,71-7pMfpm-L,images/small/a5/a5ec609d.jpg
92,"365 Everyday Value, Organic Apple Sauce, Unsweetened, 24 oz",365 by Whole Foods Market,81po3QWmAmL,images/small/59/59bc9ed2.jpg
93,"AmazonBasics 1500W Ceramic Personal Heater with Adjustable Thermostat, Black",AmazonBasics,81B6Aeux91L,images/small/9f/9f1b7d9b.jpg
94,"Wickedly Prime Organic Black Pu'erh Tea, Full-Leaf Bags, 15 Count",Wickedly Prime,91g1O26okqL,images/small/fd/fdd2c1f3.jpg
95,AmazonBasics Two-Handle Hi-Arc Kitchen Faucet With Sprayer,AmazonBasics,51tWXN7fO2L,images/small/e2/e22fdf98.jpg
96,"Amazon Brand - Ravenna Home 4-Light Pendant Light with Faux Wood Accents, Vintage Edison Candelabra Bulbs Included, 62.4""H, Matte Black",Ravenna Home,61swV6XsvzL,images/small/e6/e6e22f77.jpg
97,"14k Gold Flashed Sterling Silver""B"" Cursive Initial Pendant Necklace, 18""",Amazon Collection,71Ly0NCkaKL,images/small/83/832b6c55.jpg
98,"Amazon Collection Platinum Lycra Solid Sterling Silver Cubic Zirconia rukoniapurinsesukattoeta-nitexibandoringu, Size 9 ",,71rlpATXRML,images/small/c4/c4530e6e.jpg
99,"Whole Foods Market, CoQ10 200mg, 60 ct",Whole Foods Market,61ZMNZxc3mL,images/small/9f/9fe805fd.jpg
100,"Women's #_INNIS-S-10 Open Toe Sandals, Silver Sparkle, US 9",find.,61FpOYD70SL,images/small/aa/aa505e37.jpg
